iter	RMSE
859	0.727597385
860	0.7271963207
861	0.7271275976
862	0.72698226
863	0.7268059649
864	0.7264256038
865	0.7260745883
866	0.7258538539
867	0.7254242696
868	0.7252798189
869	0.7251320038
870	0.7251083066
871	0.7247993969
872	0.7245920042
873	0.7243919766
874	0.723969593
875	0.7233135455
876	0.7230779263
877	0.7224544995
878	0.7222946797
879	0.7221242753
880	0.7214641477
881	0.7210279462
882	0.7208153228
883	0.7200306691
884	0.7193362496
885	0.7190718273
886	0.7183889435
887	0.7180640718
888	0.7179167475
889	0.7176369959
890	0.7165943673
891	0.715940371
892	0.7158894295
893	0.7149811233
894	0.7147349935
895	0.7141483714
896	0.7140679996
897	0.7137504849
898	0.7135405703
899	0.7134612851
900	0.7130987079
901	0.7126668947
902	0.7124570318
903	0.7117620051
904	0.711653464
905	0.7114557401
906	0.7106831543
907	0.7104476281
908	0.710014014
909	0.7096162397
910	0.7089586768
911	0.7089311765
912	0.7083816567
913	0.7081588306
914	0.7078187742
915	0.7074299238
916	0.7072537052
917	0.7070716071
918	0.7068458498
919	0.7060436096
920	0.705778689
921	0.7054444541
922	0.704961727
923	0.7047600614
924	0.7044744713
925	0.7041024095
926	0.7035245604
927	0.7032940881
928	0.7023299758
929	0.7020650727
930	0.7014166823
931	0.7012273226
932	0.7009243517
933	0.7006266053
934	0.7006178613
935	0.7003317328
936	0.6997006001
937	0.6996571498
938	0.6995644092
939	0.6995452779
940	0.6992260807
941	0.6986029983
942	0.6984139345
943	0.6980954625
944	0.6978246507
945	0.697098431
946	0.6968561692
947	0.6964467827
948	0.6958563651
949	0.6955358385
950	0.6952886854
951	0.6951180341
952	0.6947535334
953	0.6941379605
954	0.694064568
955	0.693832225
956	0.6935805602
957	0.6930994351
958	0.692776566
959	0.6924500578
960	0.6919948239
961	0.6917357521
962	0.6912087636
963	0.6903486742
964	0.6899251324
965	0.6897502236
966	0.6895990458
967	0.6894555827
968	0.6891074125
969	0.6888930659
970	0.6884909639
971	0.6878078956
972	0.6876224013
973	0.6872826682
974	0.6869957502
975	0.6867249438
976	0.6865492567
977	0.6865175432
978	0.6861263179
979	0.6856458171
980	0.6855170156
981	0.6848454515
982	0.6843007517
983	0.6840338264
984	0.6833316585
985	0.6829192029
986	0.6826242147
987	0.6823647675
988	0.6820557162
989	0.6817203985
990	0.6811578226
991	0.6804892853
992	0.680186748
993	0.6796072572
994	0.6793167127
995	0.6784748091
996	0.6783171327
997	0.6781079477
998	0.6779598462
999	0.6776366959
